Course Name,Description
ESC102H1,Praxis II Praxis II develops the models and tools of design communication teamwork and professionalism introduced in Praxis I The course also introduces additional complementary considerations including ethics and equity In Praxis II students work primarily in small teams to develop and refine their knowledge and skills in through a combination of active lectures structured interactive studios and hands-on practical sessions The design projects in Praxis II are scoped to communities within the broader City of Toronto Student teams are responsible for identifying and engaging with these communities and for first framing and then resolving a collaboratively identified opportunityPraxis II culminates in a public showcase where teams present and demonstrate their designs to their stakeholders and to the general public Praxis II also continues to support students as they integrate more fully into the Engineering Science learning community All courses within the Foundation Design sequence use engineering design to provide a context in which students integrate their knowledge develop their emerging engineering identity and codify their individual approach to engineering practice
ESC103H1,Engineering Mathematics and Computation This course is designed to introduce students to mathematics in an engineering context while exposing students to computational techniques Topics include: vectors lines and planes; 3-D visualization; matrices and transformations; matrix inverses eigenvalues and determinants; solving linear systems; curve fitting and least squares; numerical integration and numerical solutions to differential equations Course content is complemented with the use of MATLAB computational software
ESC180H1,Introduction to Computer Programming The first of two courses that introduce students to programming and computational thinking Students will learn to use the Python programming language to implement computational solutions to problems and will be introduced to the design and analysis of algorithms and data structures Runtime analysis and searching and sorting algorithms will be introduced Some computational problems will be drawn from other 1F courses
ESC190H1,Computer Algorithms and Data Structures The second of two courses that introduce students to programming and computational thinking The course introduces the C programming language as well as fundamental algorithms and data structures Students will work with lists stacks queues trees hash tables and graphs
ESC194H1,Calculus I Topics include: theory and applications of differential and integral calculus limits basic theorems and elementary functions An introduction to differential equations is also included
ESC195H1,Calculus II Topics include: techniques of integration improper integrals sequences series Taylors theorem as well as an introduction to vector functions functions of several variables partial derivatives and the optimization of multivariable functions
ESC203H1,Engineering and Society Through this course students will examine the relationship between engineering and society emphasizing a humanities and social sciences perspective Building on the Praxis courses students will develop and apply an understanding of ethics and equity to broader sociotechnical systems and challenges Using models of critical thinking active learning activities and discussion seminars students will develop an understanding of the social and environmental impacts of technology Students will further develop their communication teamwork and professional skills through persuasive writing facilitation and formal debate Upon completion of the course students will have an appreciation for the complex interaction between human society and technology and will be able to analyze and evaluate the social technological political and ethical dimensions of technology
ESC204H1,Praxis III Praxis III is the capstone course of the Engineering Science Foundation Design sequence and challenges students to apply the models of engineering design communication teamwork and professionalism introduced and developed in Praxis I and II to the design and testing of a functioning product prototype The course requires students to integrate the design technical and complementary knowledge gained across the Engineering Science Foundation in the context of a single major full-term design project
ESC301H1,Engineering Science Option Seminar The Option Seminar provides students with an introduction to their upper-year discipline of study and encourages students to consider different educational and career pathways Students will participate in sessions with other students from their Option/Major with a focus on research and industry directions and the relationship between the Option/Major and its social & environmental context Students will also participate in program-wide seminars which feature opportunities for career exploration This course is offered on a credit/no credit basis and students receive credit for attending sessions and completing a small set written deliverables
ESC384H1,Partial Differential Equations Introduces techniques to analyze and solve partial differential equations PDEs Concepts covered include Fourier series Sturm-Liouville theory separation of variables fundamental solutions Greens functions method of characteristics and numerical methods Applications are in model PDEs in continuum mechanics: heat Laplaces wave and transport equations
ESC401H1,Technology & Society Student Directed Seminar Humanities and Social Science elective
ESC470H1,Energy Systems Capstone Design A half-year capstone design course in which students work in teams to apply the engineering design technical and communication skills learned previously while refining their skills in teamwork and project management The course focus is on context-appropriate energy systems design and simulation incorporating generation transmission and storage of energy from across a range of traditional and alternative energy sources Students identify frame and design solutions to problems that align with that focus and the resulting designs are assessed on their engineering quality and design credibility In addition each student engages in individual critical reflection on their course activities team performance and on their growth as an engineering designer across their undergraduate program Students are supported by a teaching team comprising both design and domain experts 
ESC471H1,Engineering Science Capstone Design A half-year capstone design course in which students work in small teams to apply the engineering design technical and communication skills learned previously while refining their skills in teamwork and project management The course focus is the redesign and implementation of experiments suitable for the undergraduate classroom or laboratory Students identify frame and design solutions to problems that align with that focus and the resulting designs are assessed on their engineering quality and design credibility In addition each student engages in individual critical reflection on their course activities team performance and on their growth as an engineering designer across their undergraduate program Students are supported by a teaching team comprising both design and domain experts
ESC472H1,Electrical and Computer Capstone Design A half-year capstone design course in which students work in small teams to apply the engineering design technical and communication skills learned previously while refining their skills in teamwork and project management Each team is expected to design a complex engineered system implemented a fully in software b fully in hardware or c in a mixture of hardware and software using concepts drawn from the ECE Major curriculum and resulting in a functional prototype Teams are expected to integrate their design technical and complementary knowledge to design for safety and to consider relevant interdisciplinary factors such as economic health environmental social and similar concerns
ESC490H1,Engineering Science Independent Study Independent study courses are student initiated projects open to Engineering Science students which allow students to work one-on-one with a division faculty member The student and supervising faculty member will develop a learning plan for the semester within the first week of term Limited Enrollment
ESC499H1,Thesis Every student in Fourth Year Engineering Science is required to conduct a thesis on an approved subject under the supervision of any faculty member at the University of Toronto The thesis provides students with an opportunity to conduct document and experience engineering related research as an undergraduate student This course is structured to provide resources to support that process in particular the documentation of research through a series of lectures and workshops While the final thesis document is the main deliverable students are also required to submit a set of interim deliverables to support ongoing documentation and reflection
ESC499Y1,Thesis Every student in Fourth Year Engineering Science is required to conduct a thesis on an approved subject under the supervision of any faculty member at the University of Toronto The thesis provides students with an opportunity to conduct document and experience engineering related research as an undergraduate student This course is structured to provide resources to support that process in particular the documentation of research through a series of lectures and workshops While the final thesis document is the main deliverable students are also required to submit a set of interim deliverables to support ongoing documentation and reflection
FOR308H1,Discovering Wood and its Role in Societal Development Humanities and Social Science elective
FOR421H1,Green Urban Infrastructure: Sustainable City Forests Complementary Studies elective
FOR424H1,Innovation and Manufacturing of Sustainable Materials Sustainable materials are a mandate for sustainable societies This course will explore the manufacturing engineering principles and design fundamentals for creating sustainable materials from renewable resources Special emphasis will be on bioplastics biofibre nanobiofibre biocomposites and nanobiocomposites Written communication and design skills will be developed through tutorials and assignments
FOR425H1,Bioenergy and Biorefinery Technology Technological advances and approaches in deriving biofuels chemical feedstocks from forest and other biomass resources Fundamental chemical attributes of biomass as they affect the fuel value and potential for deriving liquid solid and gaseous fuels and valuable chemicals for other applications will be explored
GGR252H1,Marketing Geography Geography matters in the success of both public and private sector organizations Using mostly retail examples contemporary location problems are addressed The geographies of demand and supply are analyzed and trade area and site selection techniques are applied The relevance of the planning context and utility of geovisualization techniques such as GIS are also briefly considered
HPS210H1,Scientific Revolutions I Case studies in the history of science from antiquity to 1800 including the revolutionary work of Copernicus Kepler Galileo Descartes Newton Linnaeus Lavoisier and Herschel The course is designed to be accessible to science students and non-scientists alike
HPS280H1,History of Science Humanities and Social Science elective
HPS283H1,The Engineer in History Humanities and Social Science elective
JRE300H1,Fundamentals of Accounting and Finance Complementary Studies elective
JRE410H1,Markets and Competitive Strategy Complementary Studies elective
JRE420H1,People Management and Organizational Behaviour Spans three inter-related topics within organizational behavior and human resources: individual behavior group behaviour and leadership It provides students with both the theory and practice of how to work lead and thrive in organizations Topics include theories of personality learning power decision making ethics culture communication leadership teamwork and motivation teamwork These topics are taught in three ways:
MAT185H1,Linear Algebra Topics include: include: linear systems matrix algebra Rn as a vector space a normed space and an inner-product space linear transformations on Rn eigenvalues applications to circuits mechanics and an introduction to computer methods
MAT186H1,Calculus I Topics include: limits and continuity; differentiation; applications of the derivative - related rates problems curve sketching optimization problems LHopitals rule; definite and indefinite integrals; the Fundamental Theorem of Calculus; applications of integration in geometry mechanics and other engineering problems
MAT187H1,Calculus II Topics include: techniques of integration an introduction to mathematical modeling with differential equations infinite sequences and series Taylor series parametric and polar curves vector-valued functions partial differentiation and application to mechanics and other engineering problems
MAT188H1,Linear Algebra This course covers systems of linear equations and Gaussian elimination applications; vectors in Rn independent sets and spanning sets; linear transformations matrices inverses; subspaces in Rn basis and dimension; determinants; eigenvalues and diagonalization; systems of differential equations; dot products and orthogonal sets in Rn; projections and the Gram-Schmidt process; diagonalizing symmetric matrices; least squares approximation Includes an introduction to numeric computation in a weekly laboratory
MAT196H1,Calculus A Topics include: limits and continuity differentiation maximum and minimum problems definite and indefinite integrals application of integration to geometry mechanics and other engineering problems as well as an introduction to first order differential equations
MAT234H1,Differential Equations Ordinary differential equations Classification Equations of first order and first degree Linear equations of order n Equations of second order Bessels equation Legendres equation Series solutions Systems of simultaneous equations Partial differential equations Classification of types The diffusion equation Laplaces equation The wave equation Solution by separation of variables
MAT238H1,Differential Equations and Discrete Math Ordinary differential equations Equations of first order and first degree Linear equations of order n Systems of simultaneous equations Difference equations Forecasting Business dynamics Basic Set Theory Counting Cartesian Product Combinations Permutations Basic Propositional Logic and Proofs Throughout the course: formulating and analysing differential equation difference equation and discrete mathematical models for real-world problems
MAT290H1,Advanced Engineering Mathematics An introduction to complex variables and ordinary differential equations Topics include: Laplace transforms ordinary higher-order linear differential equations with constant coefficients; transform methods; complex numbers and the complex plane; complex functions; limits and continuity; derivatives and integrals; analytic functions and the Cauchy-Riemann equations; power series as analytic functions; the logarithmic and exponential functions; Cauchys integral theorem Laurent series residues Cauchys integral formula the Laplace transform as an analytic function Examples are drawn from electrical systems
MAT291H1,Calculus III The chain rule for functions of several variables; the gradient Multiple integrals; change of variables Jacobians line integrals the divergence and curl of a vector field Surface integrals; parametric and explicit representations Divergence theorem and Stokes theorem and applications from electromagnetic fields and Greens theorem
MAT292H1,Ordinary Differential Equations Existence and uniqueness of solution for first-order differential equations general second-order linear ODEs homogeneous equations nonhomogeneous equations variable coefficients variation of parameters Systems of ODEs Fourier series Laplace transform interpretation of problems in mathematical terms single-step numerical methods for ODEs Introduction to Partial Differential Equations
MAT294H1,Calculus and Differential Equations Partial differentiation grad div curl multiple integrals line integrals surface integrals differential equations first order differential equations homogeneous linear differential equations boundary conditions Formulation of various problems relevant to materials and mining engineering - the concepts above are used
MAT336H1,Elements of Analysis This course provides the foundations of analysis and rigorous calculus for students who will take subsequent courses where these mathematical concepts are central of applications but who have only taken courses with limited proofs Topics include topology of Rn implicit and inverse function theorems and rigorous integration theory
MAT337H1,Introduction to Real Analysis Construction of Real Numbers Metric spaces; compactness and connectedness Sequences and series of functions power series; modes of convergence Interchange of limiting processes; differentiation of integrals Function spaces; Weierstrass approximation; Fourier series Contraction mappings; existence and uniqueness of solutions of ordinary differential equations Countability; Cantor set; Hausdorff dimension
MAT357H1,Foundations of Real Analysis Function spaces; Arzela-Ascoli theorem Weierstrass approximation theorem Fourier series Introduction to Banach and Hilbert spaces; contraction mapping principle fundamental existence and uniqueness theorem for ordinary differential equations Lebesgue integral; convergence theorems comparison with Riemann integral L^p spaces Applications to probability
MAT389H1,Complex Analysis Course examines the following: analytic functions Cauchy-Reimann equations contour integration Cauchys theorem Taylor and Laurent series singularities residue calculus conformal mapping harmonic functions Dirichlet and Neumann problems and Poisson integral formulas Course includes studies of linear differential equations in the complex plane including Bessel and Legendre functions
MIE100H1,Dynamics This course on Newtonian mechanics considers the interactions which influence 2-D curvilinear motion These interactions are described in terms of the concepts of force work momentum and energy Initially the focus is on the kinematics and kinetics of particles Then the kinematics and kinetics of systems of particles and solid bodies are examined Finally simple harmonic motion is discussed The occurrence of dynamic motion in natural systems such as planetary motion is emphasized Applications to engineered systems are also introduced
MIE191H1,Seminar Course: Introduction to Mechanical and Industrial Engineering This is a seminar series that will preview the core fields in Mechanical and Industrial Engineering Each seminar will be given by a professional in one of the major areas in MIE The format will vary and may include application examples challenges case studies career opportunities etc The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices for second year This course will be offered on a credit/no credit basis Students who receive no credit for this course must re-take it in their 2S session Students who have not received credit for this course at the end of their 2S session will not be permitted to register in session 3F
MIE201H1,Essays in Technology and Culture Humanities and Social Science elective
MIE210H1,Thermodynamics This is a basic course in engineering thermodynamics Topics covered include: properties and behaviour of pure substances; equation of states for ideal and real gases; compressibility factor; first and second laws of thermodynamics; control mass and control volume analyses; applications of first and second laws of thermodynamics to closed systems open systems and simple thermal cycles
MIE221H1,Manufacturing Engineering Production Fundamentals: Metal casting; metal forming - rolling forging extrusion and drawing and sheet-metal forming; plastic/ceramic/glass forming; metal removal - turning drilling/ boring/reaming milling and grinding; non-traditional machining - ECM EDM and laser cutting; welding; surface treatment; metrology Environmental issues in manufacturing processes recycling of materials Automation Fundamentals: Automation in material processing and handling - NC robotics and automatically-guided vehicles; flexible manufacturing - group technology cellular manufacturing and FMS; and computer-aided design - geometric modelling computer graphics concurrent engineering and rapid prototyping 
MIE222H1,Mechanics of Solids I Design of mechanical joints Elasto-plastic torsion of circular sections Elasto-plastic bending of beams Residual stresses Shearing stresses in beams Analysis of plane stress and plane strain problems Pressure vessels Design of members using strength criteria Deflection of beams Statistically indeterminate structures
MIE223H1,Data Science Introduction to the methods of Data Science Exploratory data analysis and visualization; tools for reproducible analysis Principles and tools for data collection; awareness of bias in collection methods Data cleaning Descriptive statistics and feature analysis Assessment of data with respect to scientific theories Data interpretation fallacies Geographical data representation and manipulation Text processing the natural language processing pipeline and sentiment analysis Fundamentals of social network analysis and centrality measures Cloud-based data processing 
MIE230H1,Engineering Analysis Introduction to complex analysis Multivariate integration with application to calculation of volumes centroids and moments Vector calculus Divergence curl and gradient operators Greens theorem Gauss theorem Stokes theorem Integral transforms Laplace transforms and Fourier series integral and transform
MIE231H1,Probability and Statistics with Engineering Applications Use of data in engineering decision processes Elements of probability theory Discrete and continuous random variables Standard distributions: binomial Poisson hypergeometric exponential normal etc Expectation and variance Random sampling and parameter estimation Confidence intervals Hypothesis testing Goodness-of-fit tests Regression and correlation Statistical Process Control and quality assurance Engineering applications in manufacturing instrumentation and process control
MIE236H1,Probability Introduction to probability the role of probability and data in engineering; concepts of population vs sample Sample space and events Definitions of probability Conditional probability and Bayes rule Concept of random variables Discrete continuous and joint distributions Statistical independence Expectation variance covariance and correlation Important discrete and continuous distributions that explain engineering-related phenomena Brief introduction to the homogeneous Poisson process and related distributions How to derive distributions Transformation of random variables Fundamental sampling distributions Chi-square t and F distributions Central limit theorem laws of large numbers One sample estimation methods of maximum likelihood bootstrapping and jackknife and hypothesis testing
MIE237H1,Statistics Data gathering motivation and methods observational vs experimental Modeling for inference vs prediction Data visualizations Two sample estimation and hypothesis testing Choice of sample size Fitting distributions to data Goodness of fit tests Simple linear regression and correlation Multiple linear regression Model building and model assessment Design and analysis of single and multi-factor experiments Analysis of variance Fixed and random effects models Multiple comparisons
MIE240H1,Human Factors Engineering Introduction to principles methods and tools for the analysis design and evaluation of human-centred systems Consideration of impacts of human physical physiological perceptual and cognitive factors on the design and use of engineered systems Basic concepts of anthropometrics work-related hazards shiftwork workload human error and reliability system complexity and human factors standards The human-centred systems design process including task analysis user requirements generation prototyping and usability evaluation Design of work/rest schedules procedures displays and controls and information and training systems; design for error prevention and human-computer interaction; design for accessibility and aging populations
MIE242H1,Foundations of Cognitive Psychology Introduction to neuroanatomy and processes that are core to perception memory executive functions language decision making and action Introduction to stress and emotions regulation of thought and behaviour and reward processing Case studies in Addiction Depression Dementia ADHD and Dyslexia Role of neuroimaging and brain lesions in demonstrating the functioning of different pathways and regions of interest within the brain Use of experiments to test hypotheses concerning brain activities and computations Conducting a literature review and reporting experimental research use of elementary statistics and satisfaction of research ethics requirements
MIE243H1,Mechanical Engineering Design Introduction to basic mechanical parts and mechanisms: gears cams bearings linkages actuators and motors chain and belt drives brakes and clutches hydraulics and pneumatics Tutorials on engineering drawing sketching and CAD/CAM in SolidWorks: views and drawing types 2D sketching 3D modeling and engineering drawing generation modeling of assembly and motion analysis/animation Conceptual design examples and mechanical engineering design process including selection and applications of mechanisms Dissection and reverse engineering of selected mechanical devices mechanisms and subsystems Competitive group design project including technical report and 3D printing 
MIE245H1,Data Structures and Algorithms  Introduction to algorithms principles involved in designing analyzing and implementing algorithms Basic data structures lists sets maps stacks queues Graphs and graph search Decision algorithms greedy methods and approximation algorithms Sorting divide-and-conquer and recursive algorithms Trees heaps and priority queues Hashing and hash tables Algorithmic analysis: big-O complexity Numerical methods as examples of algorithms and big-O analysis matrix inversion matrix decomposition solving linear system of equations
MIE250H1,Fundamentals of Object Oriented Programming Introduction to object-oriented programming using the Java programming language with heavy emphasis on practical application; variable types; console and file input/output; arithmetic; logical expressions; control structures; arrays; modularity; functions; classes and objects; access modifiers; inheritance; polymorphism; common data structures; regular expressions; GitHub; Java Swing; unit testing; introduction to complexity analysis; introduction to parallel computing; design and implementation of programs relevant to industrial engineering needs according to strict specifications
MIE258H1,Engineering Economics and Accounting Engineering economic and accounting concepts needed in the design of engineering systems Financial analysis topics include: financial statements depreciation income tax and basic accounting techniques Project analysis topics includes: time value of money evaluation of cash flows defining alternatives analysis of independent projects acceptance criteria buy or lease make or buy replacement analysis economic analysis in the public sector project risk and uncertainty Inflation concepts
MIE262H1, Deterministic Operations Research Introduction to deterministic operations research Formulations of mathematical models to improve decision making; linear and integer programming; the simplex method; the revised simplex method; branch-and-bound methods; sensitivity analysis; duality; network models; network simplex method; Dijkstras algorithm; Prims and Kruskals algorithms; deterministic dynamic programming; applications of deterministic OR in machine learning; common metaheuristics
MIE263H1,Stochastic Operations Research Modeling and analysis of systems subject to uncertainty using probabilistic methods Derivation and application of Bernoulli and Poisson processes Markov chains Markov decision processes Monte Carlo simulation and queuing models Applications to engineering health care finance and management
MIE270H1,Materials Science Corrosion and degradation of materials; Phase transformation and strengthening mechanisms; Mechanical failure fatigue creep impact; Electrical thermal magnetic optical properties of materials; Composite materials
MIE301H1,Kinematics and Dynamics of Machines Classifications of mechanisms velocity acceleration and force analysis graphical and computer-oriented methods gears geartrains cams flywheels mechanism dynamics
MIE303H1,Mechanical and Thermal Energy Conversion Processes Engineering applications of thermodynamics in the analysis and design of heat engines and other thermal energy conversion processes within an environmental framework; Steam power plants gas cycles in internal combustion engines gas turbines and jet engines Fossil fuel combustion Alternative fuel combustions fusion processes and introduction to advanced systems of fuel cells
MIE304H1,Introduction to Quality Control Introduction to quality engineering Quality standards and certification TQM Modeling processes with simulation Making inferences about product quality from real or simulation output data Introduction to statistical process control Control charts for variables and attributes Process capability analysis Lot Acceptance Sampling
MIE311H1,Thermal Energy Conversion Engineering applications of thermodynamics in the analysis and design of heat engines and other thermal energy conversion processes within an environmental framework Steam power plants gas cycles in internal combustion engines gas turbines and jet engines Refrigeration psychrometry and air conditioning Fossil fuel combustion and advanced systems includes fuel cells
MIE312H1,Fluid Mechanics I Fluid statics pressure measurement forces on surfaces Kinematics of flow velocity field streamlines Conservation of mass Fluid dynamics momentum analysis Euler and Bernoulli equations Energy and head lines Laminar flow Flow at high Reynolds numbers turbulence the Moody diagram External flows Boundary layers Lift and drag Flow separation
MIE313H1,Heat and Mass Transfer Exact and numerical analysis of steady and transient conduction in solids Solutions of one-dimensional and multidimensional systems Principles of convection and solutions under laminar and turbulent flow over flat plates and inside and over pipes Free convection Thermal radiation between multiple black and grey surfaces Analysis of open-ended design problems for improving thermal transport in commercial products
MIE315H1,Design for the Environment Life Cycle Assessment for the measurement of environmental impacts of existing products and processes Design for Environment principles for the reduction of environmental impacts in new product and process designs Functional economic and societal analysis taught for use in a major team-written project to compare and contrast two product or process alternatives for a client 
MIE320H1,Mechanics of Solids II Three-dimensional stress transformation strain energy energy methods finite element method asymmetric and curved beams superposition of beam solutions beams on elastic foundations buckling fracture mechanics yield criteria stress concentration plane stress and strain
MIE334H1,Numerical Methods I This introductory course to numerical methods includes the following topics: polynomial interpolation numerical integration solution of linear systems of equations least squares fitting solution of nonlinear equations numerical differentiation solution of ordinary differential equations and solution of partial differential equations Tutorial assignments using MATLAB will focus on engineering applications relevant to the background of students taking the course
MIE342H1,Circuits with Applications to Mechanical Engineering Systems This course presents analysis of complex circuits and application of circuit principles to design circuits for mechanical engineering systems Discussions will center around circuits and instrumentation In-depth discussions will be given on a number of topics: 1 Mechatronics design applications of circuit principles; 2 Network theorems node-voltage mesh-current method Thevenin equivalents; 3 Operational amplifier circuits; 4 1st and 2nd order circuits; 5 Laplace transform frequency response; 6 Passive and active filter design low- and high-pass filters bandpass and bandreject filters; 7 Interface/readout circuits for mechanical engineering systems sensors instrumentation; 8 Inductance transformers DC/AC machines; 9 Digital circuit and data sampling introduction
MIE343H1,Industrial Ergonomics and the Workplace The Biology of Work: anatomical and physiological factors underlying the design of equipment and work places Biomechanical factors governing physical workload and motor performance Circadian rhythms and shift work Measurement and specification of heat light and sound with respect to design of the work environment
MIE344H1,Ergonomic Design of Information Systems The goal of this course is to provide an understanding of how humans and machines can be integrated with information systems The focus will be on the design of human-machine interfaces and on the analysis of the impact of computers on people The course will also include coverage of usability engineering and rapid prototyping design analysis of user mental models and their compatibility with design models and quantitative modelling of human-computer interaction
MIE345H1,Case Studies in Human Factors and Ergonomics A detailed analysis will be made of several cases in which human factors methods have been applied to improve the efficiency with which human-machine systems operate Examples will be chosen both from the area of basic ergonomics and from high technology Emphasis will be placed on the practical use of material learned in earlier human factors courses
MIE346H1,Analog and Digital Electronics for Mechatronics A study of the fundamental behaviour of the major semiconductor devices diodes bipolar junction transistors and field effect transistors Development of analysis and design methods for basic analog and digital electronic circuits and devices using analytical computer and laboratory tools Application of electronic circuits to instrumentation and mechatronic systems
MIE350H1,Design and Analysis of Information Systems Provides students with an understanding of the mothods of information system analysis and design These include methods for determining and documenting an organizations structure FDD activities behaviours and information flows DFDs decision tables and trees network diagrams etc; model acquisition data repositories verification and validation Methods such as SADT RAD and prototyping will be covered Students will acquire a working knowledge of various frameworks for analysis eg information technology categories system and application classifications decision types data vs information Throughout the course emphasis is placed on the importance of systems thinking and organizational culture in the analysis and design process In the laboratory students will use a CASE-based computer program Visible Analyst for the analysis and design of information systems for selected organizations Students will be asked to work in teams to create a web-based information site and to document and present their development progress through the use of a structured project log
MIE354H1,Business Process Engineering This course focuses on understanding multiple perspectives for grouping assessing designing and implementing appropriately integrated and distributed information systems to support enterprise objectives The emphasis is on understanding how Business Process Management techniques and tools can contribute to align an organizations business and information technology perspectives as well as the characteristics of application and system types and the implications for their design operation and support of information needs including those associated with different platforms and technology infrastructure eg legacy systems client/server the Internet and World Wide Web including the emergence of a web-service-based service oriented architecture Students will work in the laboratory to develop business processes that can be specified and executed by information systems supporting BPEL a widely supported standard for describing web-service-based business process
MIE360H1,Systems Modelling and Simulation Principles for developing testing and using discrete event simulation models for system performance improvement Simulation languages generating random variables verifying and validating simulation models Statistical methods for analyzing simulation model outputs and comparing alternative system designs Fitting input distributions including goodness of fit tests Role of optimization in simulation studies
MIE363H1,Operations and Supply Chain Management This course focuses on features of production/service systems and methods of modelling their operation; the material flow information flow and control systems Topics include demand forecasting inventory management supply chain management capacity planning and lot size planning Emphasis will be placed on the modelling aspects of operations management as well as the application of analytical methods in the design of production/service systems Students will be asked to address open-ended design problems in various activities of the course
MIE364H1,Quality Control and Improvement In manufacturing and service industries alike quality is viewed as an important strategic tool for increasing competitiveness Continuous quality improvement is a key factor leading to a companys success With more emphasis on quality the cost and the product cycle time are reduced and the communication between producer and customer is improved The course focuses on the following topics: introduction to quality engineering TQM quality standards supplier-producer relations and quality certification costs of quality statistical process control for long and short production runs process capability analysis and acceptance sampling quality certification six sigma quality quality improvement using designed experiments and an overview of the Taguchi Methods
MIE365H1,Operations Research III: Advanced OR Design of operations research models to solve a variety of open-ended problems Linear programming extensions are presented: goal programming column generation Dantzig-Wolfe decomposition and interior point solution methods Non-linear programming solution methods are developed: optimality conditions quadratic programming and bi-level programming Solutions to advanced stochastic models: stochastic programming 2-person and n-person game theory and Markov Decision Processes
MIE366H1,Electronics for Robotics The course provides an introduction to circuit analysis and design for mechatronics applications The focus is on building a working knowledge of: 1 op-amp circuits 2 step response steady-state response and frequency response 3 passive and active filter design and 4 applications of the above to mechatronics systems including sensors and instrumentation The course will continue with a study of the fundamental behaviour and specific applications of the major semiconductor devices including 5 diodes and 6 field effect transistors Additional design assignments will require students to design real-world viable circuits for mechatronics applications and laboratory experiments will present additional applications for all circuits being studied
MIE367H1,Cases in Operations Research This course focuses on the integration of the results from earlier operations research courses and an assessment of the different methods with regard to typical applications The course is taught using the case method Students are expected to analyze cases based on real applications on their own in small groups and during lecture sessions and solve them using commercial software packages
MIE368H1,Analytics in Action This course showcases the impact of analytics focusing on real world examples and case studies Particular focus on decision analytics where data and models are combined to ultimately improve decision-making Methods include: linear and logistic regression classification and regression trees clustering linear and integer optimization Application areas include: healthcare business sports manufacturing finance transportation public sector
MIE369H1,Introduction to Artificial Intelligence Introduction to Artificial Intelligence Search Constraint Satisfaction Propositional and First-order Logic Knowledge Representation Representing Uncertainty Bayesian networks Rationality and Sequential Decision Making under Uncertainty Reinforcement Learning Weak and Strong AI AI as Engineering Ethics and Safety in AI
MIE375H1,Financial Engineering This course provides a background in the fundamental areas in financial engineering including relevant concepts from financial economics Major topics include interest rate theory fixed income securities bond portfolio construction term structure of interest rates mean-variance optimization theory the Capital Asset Pricing Model CAPM arbitrage pricing theory APT forwards and futures and introduction to option pricing and structured finance
MIE376H1,Mathematical Programming Optimization This course deals with the formulation of optimization models for the design and operation of systems that produce goods and services and the solution of such problems with mathematical programming methods including linear programming: the simplex method sensitivity analysis duality the revised simplex column generation Dantzig-Wolfe decomposition and linear programming with recourse; minimum cost network flows; dynamic programming; integer programming; non-linear programming models
MIE377H1,Financial Optimization Models This course deals with the formulation of optimization models for the design and selection of an optimal investment portfolio Topics include Risk Management Mean Variance Analysis Models for Fixed Income Scenario Optimization Dynamic Portfolio Optimization with Stochastic Programming Index Funds Designing Financial Products and Scenario Generation These concepts are also applied to International Asset Allocation Corporate Bond Portfolios and Insurance Policies with Guarantees
MIE402H1,Vibrations Fundamental concepts of vibration of mechanical systems Free vibration single degree of freedom systems Various types of damping Forced vibrations Vibration measuring instruments Steady state and transient vibrations Vibration of multi-degree of freedom systems Vibration isolation Modal analysis Lagrange equations and Hamiltons principle Vibration of continuous systems Special topics
MIE404H1,Control Systems I Analysis of stability transient and steady state characteristics of dynamic systems Characteristics of linear feedback systems Design of control laws using the root locus method frequency response methods and state space methods Digital control systems Application examples
MIE407H1,Nuclear Reactor Theory and Design This course covers the basic principles of the neutronic design and analysis of nuclear fission reactors with a focus on Generation IV nuclear systems Topics include radioactivity neutron interactions with matter neutron diffusion and moderation the fission chain reaction the critical reactor equation reactivity effects and reactor kinetics Multigroup neutron diffusion calculations are demonstrated using fast-spectrum reactor designs
MIE408H1,* Thermal and Machine Design of Nuclear Power Reactors This course covers the basic principles of the thermo-mechanical design and analysis of nuclear power reactors Topics include reactor heat generation and removal nuclear materials diffusion of heat in fuel elements thermal and mechanical stresses in fuel and reactor components single-phase and two-phase fluid mechanics and heat transport in nuclear reactors and core thermo-mechanical design
MIE410H1,*Finite Element Analysis in Engineering Design Finite Element Method FEM is a very powerful numerical tool that has a wide range of applications in a multitude of engineering disciplines; such as mechanical aerospace automotive locomotive nuclear geotechnical bioengineering metallurgical and chemical engineering Typical applications include: design optimisation steady and transient thermal analysis/stress analysis wave propagation natural frequencies mode shapes crashworthiness analysis nuclear reactor containment dynamic analysis of motors manufacturing process simulation failure analysis to name a few The focus of this course is to provide seniors and graduate students with a fundamental understanding of the principles upon which FEM is based how to correctly apply it to real engineering problems using a commercial code Specifically participants will learn the principles governing model generation discretization of a continuum element selection applying the loads and the constraints to real world problems Participants will also learn how to scrutinize their model predictions and avoid the pitfalls of this essential design tool
